N,P,K,temperature,humidity,pH,rainfall,crop
87.0,51.0,26.0,18.15889387,84.07995833,5.19918677,281.45993529,greenchilli
66.0,37.0,37.0,26.67523137,66.02742831,5.75449646,82.94346728,ghee
99.0,59.0,27.0,24.39863879,81.42803021,5.86267113,236.87112082,jute
64.0,40.0,39.0,26.05476118,56.85415959,6.59398273,216.50159157,peas
94.0,37.0,22.0,24.57713277,56.66830033,5.01441749,141.51658083,paddy
61.0,60.0,30.0,26.52284877,81.12593417,7.98205806,112.39155075,chickpea
88.0,56.0,36.0,23.88641858,58.48426678,5.36411538,153.55480855,sweetlime
60.0,57.0,16.0,26.16348353,61.4444206,5.95798787,220.75828102,elephantyam
93.0,50.0,22.0,19.97441924,66.1125369,6.40211109,274.72238494,ginger
75.0,44.0,45.0,22.87067055,56.04109497,7.7821097,140.60194205,turnip
62.0,52.0,38.0,23.72991458,78.5105941,7.61610654,113.85007142,coconutseed
86.0,57.0,19.0,25.18332021,56.45134717,5.91871532,229.51456556,sweetpotato
76.0,56.0,41.0,22.3856115,82.00534407,5.83154926,62.1625577,pear
60.0,54.0,18.0,20.94210234,72.49684115,5.55007441,146.15064937,cotton
62.0,40.0,22.0,21.83072968,69.47811939,5.48582781,208.71688044,whitepumpkin
65.0,38.0,17.0,18.37344731,66.34196612,5.70413586,294.63751091,amla
85.0,45.0,43.0,24.60207448,68.4484467,5.77847693,123.60334084,chickpea
89.0,55.0,20.0,19.65274024,62.17217671,6.27799037,77.92440003,raddish
97.0,42.0,36.0,22.94374646,59.82362461,7.57057773,136.03027243,maidaatta
65.0,53.0,29.0,19.2421824,78.47822541,6.22933507,192.47327576,amphophalus
98.0,41.0,17.0,21.65852623,82.25058458,6.8300714,227.95150355,fish
67.0,59.0,23.0,20.43318246,60.56282913,5.77159696,167.14185642,ridgegourd
100.0,50.0,45.0,20.3109133,65.11889043,7.37433461,113.86902472,moongdal
79.0,55.0,37.0,19.61512406,82.70012393,7.35286176,92.93026147,guava
76.0,51.0,41.0,26.45538579,63.56683122,7.02561684,145.5312151,methileaves
67.0,56.0,23.0,21.4342107,84.89475297,5.73603105,110.15344163,spinach
62.0,48.0,26.0,25.97703338,77.50142937,6.16379616,122.09877477,garlic
84.0,54.0,43.0,24.456778,75.87102305,5.42889869,98.80059371,mango
79.0,46.0,22.0,22.47244956,79.16265952,7.33282294,117.69012066,guava
69.0,51.0,17.0,22.51191006,70.90830958,6.59700195,100.6199099,greenavare
88.0,37.0,42.0,26.47195378,71.3755392,6.28540438,109.58471881,ragi
71.0,37.0,19.0,24.46960258,71.14775049,5.38437352,199.82751103,pear
92.0,59.0,30.0,18.73648535,70.09395218,5.19710657,152.40428541,jute
95.0,42.0,36.0,19.20362163,72.66134493,6.47076261,140.16766789,bajra
99.0,39.0,29.0,25.99413129,69.41677287,5.68733051,136.82216274,sesamum
95.0,39.0,24.0,24.23951184,65.32956404,5.66980887,203.60717743,linseed
88.0,42.0,36.0,22.47590975,66.16303086,6.0690813,278.7007811,sugar
97.0,55.0,15.0,21.33949896,62.53546774,7.53224543,272.30027408,elephantyam
67.0,42.0,30.0,21.93671016,64.00161436,7.65183255,148.36773553,arecanut
68.0,60.0,23.0,18.36741899,68.62425543,5.23225244,295.92862664,taramira
94.0,58.0,19.0,22.38229318,73.36564603,5.39292237,269.59815309,raddish
79.0,36.0,38.0,23.01506536,69.01266148,6.88540556,168.49579686,chholia
76.0,58.0,16.0,20.99984929,60.95493572,5.75962031,121.49627089,cabbage
62.0,59.0,35.0,18.24498789,61.5924608,6.13697663,181.0659228,coriander
67.0,45.0,28.0,21.98789968,73.05636773,7.2336658,298.24429422,dusterbeans
97.0,49.0,18.0,19.11427211,63.91287628,7.04891308,113.16571692,ghee
100.0,54.0,20.0,24.37678224,60.59339378,5.89798244,133.99392018,mustard
72.0,49.0,43.0,24.20463275,67.02560756,7.20934189,114.0014106,snakeguard
92.0,57.0,33.0,18.06179196,55.31942193,7.9119297,190.31625225,jowar
87.0,41.0,24.0,20.09137647,58.24949759,7.3110061,93.63111433,cabbage
65.0,42.0,31.0,20.81743638,70.44879661,7.30746558,83.64611652,amla
75.0,47.0,38.0,24.12991942,60.39645229,5.85446699,187.38518679,beetroot
96.0,52.0,25.0,22.80336169,73.44367292,7.97209073,207.23278303,moongdal
88.0,47.0,43.0,23.96890782,57.48094562,6.29049377,184.29479279,blackpepper
66.0,57.0,37.0,23.67177947,63.39609709,6.83143821,119.0799476,amorphophallus
77.0,58.0,18.0,24.95170883,79.12273508,6.72946066,204.11897365,karamani
72.0,47.0,36.0,25.15919038,61.35722806,5.16613553,113.44220708,coconutseed
77.0,56.0,43.0,25.46754605,80.3075512,5.55747576,238.60889489,leafyvegetable
84.0,44.0,40.0,24.16085659,76.98901329,7.76977972,215.40913615,mothbeans
78.0,56.0,23.0,19.88449168,56.14053397,7.68785754,123.64979198,rice
70.0,41.0,42.0,18.39621632,57.15419506,5.3700403,101.05914018,maize
80.0,54.0,39.0,22.90903872,57.31705972,5.7102105,259.87979075,copra
87.0,44.0,28.0,24.01586647,70.43500341,7.81143996,133.03440766,peas
82.0,37.0,18.0,26.80485831,78.79873008,5.35591891,281.07113094,paddy
96.0,40.0,19.0,25.93680909,71.36878417,5.4091828,201.65445922,moathdal
86.0,41.0,30.0,20.43196767,83.55019768,5.11281644,207.26178967,amphophalus
98.0,44.0,44.0,21.19710968,77.08531983,5.12126987,111.65727486,tomato
89.0,40.0,17.0,19.30441348,84.79609868,5.84587383,258.89752775,greenonion
69.0,40.0,37.0,25.03049949,75.53319068,6.71927934,95.66952159,elephantyam
98.0,45.0,30.0,19.92888714,70.68076853,7.54898172,120.79089243,ghee
84.0,53.0,21.0,26.29551547,65.90960423,7.75734233,185.96319418,horsegram
60.0,52.0,39.0,20.83183319,55.74264818,7.81839194,105.99918377,snakeguard
80.0,37.0,20.0,23.07575343,57.04415852,7.00461752,97.79020523,castorseed
84.0,52.0,38.0,19.92342673,82.27304558,5.37031405,278.45582631,greenonion
89.0,39.0,38.0,25.39052854,72.39972006,7.20998256,67.63323366,sweetlime
89.0,60.0,31.0,24.66174611,60.6884385,7.51191657,179.36602111,orange
76.0,56.0,31.0,24.81943089,57.39763254,5.68322774,80.4674778,banana
61.0,42.0,44.0,23.82061155,80.72322451,7.96020107,106.73388665,cumbu
91.0,47.0,25.0,24.24507636,66.56575946,6.90234113,82.04351903,banana
64.0,38.0,16.0,22.78660013,76.29940621,6.78663307,94.84434958,greenavare
85.0,55.0,42.0,19.80953888,67.60486903,6.96732378,256.51908524,methileaves
80.0,54.0,25.0,19.36898806,59.36847247,6.67960156,137.47886955,lemon
84.0,56.0,43.0,25.92908435,82.12089693,7.47206795,110.08746803,spongegourd
73.0,54.0,26.0,23.14247148,61.78770865,5.60721757,206.57095413,copra
98.0,37.0,15.0,20.12922071,59.89731859,6.99124421,269.35441072,pineapple
81.0,58.0,39.0,18.9224132,74.27256075,6.03573319,95.91314179,chillycapsicum
90.0,56.0,41.0,23.49564616,61.15454156,5.86289677,149.05547885,raddish
61.0,51.0,28.0,26.24574261,72.87226794,7.22326969,293.39982318,coriander
92.0,43.0,22.0,24.20280418,60.20592384,6.08687343,142.55280166,pigeonpeas
65.0,56.0,21.0,18.37510548,64.5821132,5.03609175,190.56008196,tamarindfruit
68.0,41.0,25.0,25.11322753,68.48480936,5.08647279,290.0810691,apple
62.0,59.0,22.0,20.74265487,81.35387782,6.53138429,233.8627722,beans
69.0,54.0,32.0,20.07511568,66.68175167,7.87743886,169.18940471,amaranthus
83.0,60.0,19.0,20.68211156,71.97743518,5.93596009,109.07611664,groundnut
81.0,38.0,30.0,24.55713323,75.82515775,7.84368465,142.4199763,sweetpotato
78.0,51.0,21.0,25.63094106,73.36789017,6.73717854,182.69625854,jaggery
64.0,57.0,35.0,20.36540394,58.1529339,6.88012772,280.00001328,plum
69.0,40.0,35.0,21.01763904,58.56089326,6.89342074,77.79168319,tendercoconut
73.0,44.0,26.0,24.07592452,71.94704238,5.63356757,154.00351322,tamarindfruit
84.0,35.0,37.0,19.94165152,57.64651004,5.00377701,161.94623993,tamarindfruit
87.0,59.0,28.0,19.33892522,72.47589748,5.18813356,180.91857784,pigeonpea
97.0,59.0,26.0,19.49680761,64.53737151,5.68066172,170.90924703,colacasia
92.0,38.0,40.0,21.6139615,56.00024276,5.87906075,149.34265052,coconutseed
97.0,49.0,19.0,21.05079059,78.24883371,7.4631824,201.69357316,mungbean
61.0,49.0,41.0,24.46104751,81.45209294,5.72849682,222.31820047,suratbeans
100.0,37.0,40.0,21.97030674,68.37760607,5.1647353,75.9170672,chanadal
92.0,49.0,34.0,24.37179066,61.69136972,5.28576571,106.8024453,seam
66.0,57.0,18.0,20.74417388,84.69449576,7.55807636,151.61116638,pigeonpeas
83.0,54.0,24.0,20.76666483,71.45243007,5.66924522,244.99686545,capsicum
65.0,47.0,29.0,26.39738413,79.88209637,7.2432044,91.67645122,cotton
66.0,45.0,40.0,25.65574942,59.69439086,6.93831724,65.06652823,sweetlime
74.0,36.0,28.0,20.52379396,61.14773297,5.20999309,202.07482824,chholia
95.0,48.0,36.0,22.20368755,67.28783504,5.2140239,278.78154939,nigerseed
89.0,40.0,21.0,24.09028695,76.43682268,6.44421497,254.17247887,sweetpotato
74.0,41.0,36.0,19.19996208,73.98485525,5.25001061,131.88752778,mango
78.0,60.0,21.0,18.92686359,73.28262736,5.2601082,127.33450192,cauliflower
87.0,38.0,16.0,20.08106001,77.75166953,6.21723012,270.23622069,sapota
94.0,55.0,28.0,18.75317534,83.53035724,7.74870779,97.15679861,amla
63.0,51.0,28.0,21.82248006,57.25518289,5.94697948,270.58785427,bittergourd
73.0,46.0,22.0,23.96571911,73.9650655,5.32007657,150.96475266,suratbeans
80.0,43.0,35.0,22.27938721,72.44375373,5.18616542,118.28815691,chillycapsicum
90.0,52.0,32.0,18.26117137,55.45896999,5.14792224,122.46571372,plum
94.0,54.0,36.0,23.08075022,80.10466299,6.80527631,167.62414932,beans
89.0,44.0,20.0,21.86351975,55.65099981,7.06627895,125.27739993,carrot
92.0,52.0,21.0,21.87945967,69.67495977,5.75506038,225.7276382,rice
92.0,55.0,30.0,21.91274168,74.28655074,6.59418965,106.36262288,cabbage
64.0,54.0,42.0,22.92746028,68.42634558,7.10267643,111.57748844,amphophalus
88.0,48.0,43.0,18.94725846,67.75363646,5.96892206,251.32260947,tomato
64.0,38.0,36.0,19.44416916,82.27962988,7.52472596,154.72836936,suratbeans
72.0,41.0,44.0,24.91804018,83.91894408,6.28892179,113.16428825,cucumber
75.0,50.0,33.0,21.63071318,83.88612646,6.00600874,188.11719544,lime
62.0,60.0,43.0,19.08122844,75.29942456,6.28492437,117.00832205,littlegourd
72.0,55.0,18.0,26.15399601,59.31614726,5.73355222,74.90481496,turmeric
73.0,44.0,23.0,24.9755709,73.85526613,5.76898193,168.79944878,whitepumpkin
78.0,39.0,23.0,25.82488778,65.69150127,6.55070606,285.47322495,rice
80.0,42.0,24.0,18.00219577,56.66904657,7.5404656,294.39825916,clusterbeans
60.0,47.0,45.0,25.52539156,75.32803274,6.69917134,255.28853068,carrot
63.0,50.0,44.0,26.36346785,83.17401707,5.53550877,251.08181506,cucumber
75.0,57.0,16.0,23.18508538,67.20343754,7.94708671,125.33410096,betalleaves
69.0,54.0,22.0,20.66894126,63.90230088,5.07534561,151.87733661,bajra
89.0,43.0,36.0,24.15737599,62.78645081,6.51195476,167.20754198,lemon
71.0,56.0,20.0,20.52706836,78.26159758,6.09595637,128.78663768,amphophalus
62.0,55.0,26.0,20.26838308,74.55393813,5.40005188,153.6996189,tinda
86.0,38.0,19.0,20.14320237,75.39081017,5.67432227,83.69055624,tamarindfruit
97.0,41.0,44.0,26.39394362,70.65779415,6.03957037,167.56751477,karamani
66.0,36.0,27.0,21.69963034,64.29502206,5.15701726,124.72379874,chholia
89.0,40.0,21.0,21.35709047,69.94456986,6.72911648,79.736508,tobacco
77.0,56.0,38.0,25.57640882,76.4751264,6.19975065,194.71692392,kidneybeans
99.0,37.0,25.0,26.4027374,81.62828803,7.270224,60.49066962,kidneybeans
89.0,53.0,19.0,21.68191108,79.2961952,5.71052438,152.89549131,brinjal
86.0,37.0,34.0,23.09029685,81.11383682,5.8732705,231.45676538,sweetpumpkin
96.0,44.0,22.0,19.55336698,57.94240125,7.7669354,295.82369294,mango
71.0,42.0,40.0,19.97138792,84.28179962,7.68511694,69.28952261,greenbanana
69.0,49.0,23.0,19.01562185,67.9171102,6.15187727,140.64828688,orange
73.0,35.0,17.0,25.45760067,68.47103936,6.23404744,192.85874335,jute
95.0,47.0,36.0,19.17393084,81.37100378,6.0802548,285.48971271,clusterbeans
83.0,35.0,25.0,21.02247861,63.8038649,6.9554629,276.84229142,peas
86.0,56.0,31.0,25.6786686,68.4083855,6.05702447,204.06437667,greenavare
99.0,56.0,18.0,22.63918607,83.10911123,6.34447398,139.27092228,pigeonpea
79.0,55.0,22.0,26.11749004,58.2889734,6.89759392,83.07747,methileaves
81.0,59.0,44.0,18.96422368,58.53551222,5.16603917,253.62967746,hybridcumbu
80.0,37.0,16.0,22.01596348,75.59317907,5.0912713,243.93465803,potato
99.0,41.0,45.0,25.00374394,74.0061403,6.91128681,231.94963484,wheatatta
64.0,45.0,42.0,19.19082675,61.11693483,6.31657994,114.08917669,turmeric
64.0,44.0,20.0,25.22186942,68.46119576,6.60440737,141.62953268,amorphophallus
96.0,57.0,44.0,20.72930771,60.31618564,6.54799014,183.69779725,castorseed
87.0,42.0,39.0,22.87901309,61.20026738,6.44810994,84.5020604,bajra
83.0,57.0,27.0,23.50923489,74.26182343,7.53116514,251.17826299,greenchilli
82.0,49.0,18.0,20.04962272,73.49677825,7.44076135,285.67714352,cauliflower
67.0,38.0,24.0,18.39329627,68.10396101,6.63393008,178.04268522,cabbage
93.0,53.0,38.0,22.40736841,78.71371686,6.24606981,200.40806867,rice
83.0,47.0,24.0,24.17794819,66.23894455,5.94302742,111.59112254,guar
69.0,40.0,28.0,24.5447709,84.5981502,5.38545605,88.66940145,wood
80.0,40.0,34.0,21.52027776,59.24876602,5.02211617,292.45411991,bengalgram
72.0,43.0,39.0,26.97137243,67.67773153,6.19522551,82.92235681,colacasia
66.0,55.0,33.0,21.54662342,81.41004256,7.43852741,105.7604736,squash
82.0,50.0,17.0,23.07826235,77.76134194,5.95767544,91.49773176,mango
94.0,51.0,28.0,23.54937116,68.30163974,5.74766413,283.11225189,elephatyam
79.0,54.0,27.0,18.70948391,73.88744041,5.4542035,150.42741804,groundnut
61.0,35.0,45.0,24.69282157,77.21132371,5.41755463,145.10661878,mushrooms
91.0,58.0,20.0,19.9080902,82.44243007,7.11105281,83.4049679,whitepumpkin
80.0,54.0,26.0,24.8454717,56.8293307,7.03140108,176.34621937,guar
73.0,36.0,19.0,22.2885353,73.21758809,6.2529248,109.56360036,cotton
60.0,44.0,33.0,21.98201464,66.41993223,6.04742412,72.77890141,ashgourd
73.0,37.0,33.0,22.91172852,74.57264416,5.85766115,215.29928043,bittergourd
94.0,37.0,39.0,20.85024666,83.99496782,5.04178623,67.48071085,jowar
68.0,57.0,29.0,20.78737046,55.91917055,6.04118423,78.18722849,greenavare
73.0,59.0,41.0,20.00723007,62.33948468,7.21050693,295.66939076,betalleaves
83.0,36.0,45.0,19.28451855,68.54687345,5.44508941,178.57575909,methileaves
63.0,39.0,41.0,22.99938166,82.90260066,7.85707974,134.56243427,wheatatta
95.0,58.0,17.0,23.7943509,78.2766394,5.33072837,115.78901346,maize
98.0,56.0,40.0,21.8380023,61.51867287,5.21023044,99.5916317,jaggery
74.0,40.0,31.0,18.24811211,61.62028967,5.25801974,233.43701721,peas
97.0,40.0,27.0,22.63168048,73.95096545,7.07476582,96.11452244,cotton
74.0,56.0,31.0,18.31790037,78.19414852,5.27661577,116.17387307,coconutoil
77.0,37.0,37.0,25.27449281,72.00271052,5.67382332,102.19605749,jowar
91.0,47.0,36.0,24.06879605,59.1230222,6.13924922,138.91451745,littlegourd
77.0,53.0,20.0,21.51707293,59.48329943,7.73500826,140.26891143,longmelon
78.0,38.0,34.0,19.76753438,79.48956448,6.4002915,143.11307175,watermelon
94.0,51.0,32.0,19.69404988,78.39336948,5.77859752,70.81725097,grapes
76.0,36.0,20.0,19.21107277,81.49457873,6.11752991,63.67841537,banana
61.0,60.0,42.0,19.99574878,58.73547033,5.39123129,128.43873983,dusterbeans
89.0,40.0,23.0,23.22741931,77.52854311,5.68127764,298.16936934,fieldpea
92.0,41.0,26.0,25.87209211,66.66560991,6.94572242,267.59143282,amla
84.0,50.0,42.0,25.26735778,68.54337268,5.07927303,280.9049379,clusterbeans
73.0,36.0,41.0,24.89901298,67.2502133,6.76630714,229.73284433,greenbanana
70.0,51.0,32.0,22.20576763,67.63312957,6.47547405,177.61433561,sesamum
75.0,56.0,21.0,24.77472558,74.05700428,5.43291171,170.20482549,raddish
98.0,39.0,21.0,24.46719882,81.77512726,6.91449394,257.61743719,copra
68.0,46.0,35.0,22.14763217,74.83074867,7.28290021,87.43660554,copra
69.0,44.0,27.0,24.5871013,71.95043593,7.9483466,167.79842321,blackpepper
78.0,55.0,41.0,19.56333319,83.81223066,6.25813067,74.24883052,mushrooms
81.0,41.0,33.0,18.59158684,55.64498636,7.84630375,259.5586956,bittergourd
93.0,51.0,37.0,24.53033935,62.54049274,6.35006506,232.09761068,carrot
97.0,39.0,45.0,23.4284524,82.2659036,7.39227666,170.09985085,castorseed
84.0,43.0,27.0,19.21982005,68.86624073,6.6610225,266.71675603,rice
60.0,37.0,35.0,19.41217497,79.34196808,7.80325615,214.82023815,banana
95.0,45.0,22.0,23.21304885,63.92718473,5.31803461,74.77704737,taramira
77.0,55.0,30.0,26.62081948,67.0879872,7.5312468,198.59743304,orange
78.0,47.0,25.0,23.64553835,59.79536872,6.42373989,82.52947452,pumpkin
63.0,56.0,28.0,25.40759245,80.80122006,6.32421345,128.92026891,suratbeans
82.0,57.0,25.0,25.10192081,67.52214445,6.74256914,64.24297504,orange
60.0,60.0,39.0,18.14010561,83.50190155,6.58551011,138.57152074,littlegourd
80.0,36.0,33.0,18.73610426,79.04113902,7.06701307,108.30060783,grapes
89.0,55.0,17.0,26.85750323,57.30010042,7.98442278,207.01134033,rajgir
63.0,56.0,38.0,19.69237284,55.50664979,6.94115291,84.43583058,rice
60.0,35.0,34.0,21.84438829,80.35988968,5.5306233,148.57971501,betalleaves
71.0,54.0,28.0,25.31718405,68.704453,6.16966255,124.52961605,suvarnagadde
63.0,49.0,16.0,24.81722168,61.05767282,7.38761285,282.90890501,castorseed
74.0,50.0,18.0,20.77176553,56.20242908,5.04289122,209.90772143,jowar
97.0,55.0,36.0,22.99796415,66.24713655,7.17866698,91.28920038,amorphophallus
75.0,42.0,35.0,19.54062371,65.0827073,6.86047961,276.70951974,guar
63.0,59.0,25.0,26.80646517,72.29273636,7.02715281,73.26995917,beetroot
80.0,48.0,28.0,23.66966522,79.26000036,5.91363985,211.12515696,sapota
78.0,55.0,25.0,26.10324863,66.43295006,6.71293531,201.36252796,parval
99.0,48.0,36.0,24.58782002,57.18471451,5.91764936,297.78986459,masurdal
60.0,39.0,30.0,26.39675791,67.41474829,5.59313512,187.75467343,groundnut
85.0,39.0,32.0,19.36685991,60.05047274,6.86831911,154.69462323,mint
85.0,55.0,34.0,24.00820564,71.712602,5.57582652,283.59884611,moathdal
91.0,37.0,38.0,26.58132118,59.04675848,5.6981406,187.94109576,amorphophallus
62.0,52.0,44.0,18.24147137,77.91859937,6.47951406,167.61932666,brinjal
86.0,52.0,42.0,23.59478488,80.7966817,5.63573272,282.60828468,onion
88.0,45.0,39.0,24.63794856,67.40746044,6.23563306,123.20054323,cauliflower
61.0,55.0,38.0,18.08312382,82.56246472,5.24231458,222.05505111,chholia
100.0,59.0,31.0,24.33385301,72.37030694,7.80052901,73.32140283,masurdal
71.0,46.0,23.0,25.1624094,70.35103221,5.75594951,82.06444511,moongdal
90.0,53.0,30.0,23.69183898,76.25986179,6.93544952,190.35088507,brokenrice
78.0,42.0,41.0,22.80964169,60.26593341,5.8231352,166.80725045,rice
98.0,43.0,29.0,24.50466271,83.34503279,6.16813636,245.39360763,onion
98.0,49.0,35.0,18.35403575,67.07860106,7.08767636,62.45163645,redgram
93.0,55.0,21.0,19.36114822,66.56694413,5.27150281,216.40819084,apple
84.0,47.0,43.0,24.49604545,70.87496199,7.6809953,63.67986165,amorphophallus
77.0,39.0,27.0,20.94878707,78.35583362,7.23156259,64.1251057,cucumber
86.0,35.0,22.0,26.21836819,60.63239026,7.08061341,236.52518881,rice
91.0,39.0,44.0,24.41012715,59.59776262,6.05226709,121.61468072,coconutoil
89.0,46.0,39.0,24.06980697,62.81988133,5.3663501,284.1449811,mustard
97.0,36.0,31.0,26.13405052,79.46718393,7.74510986,105.56512968,wheat
77.0,42.0,41.0,20.96484758,66.35654267,7.74468959,187.40317369,pigeonpeas
75.0,49.0,32.0,22.36949509,72.91934919,6.88479867,73.30209633,greenpeas
93.0,35.0,30.0,26.0939571,82.15751229,7.36667352,83.70490413,amla
78.0,47.0,28.0,19.30585594,68.49792177,5.22648306,78.45243166,coriander
86.0,41.0,32.0,26.11245214,56.09622646,5.02463564,168.56205084,tendercoconut
84.0,59.0,34.0,23.15938328,81.41822402,6.74846793,238.68645897,cucumber
66.0,37.0,40.0,24.4489677,66.52561553,7.51335769,296.34032975,bittergourd
73.0,56.0,30.0,24.05791175,65.55260905,5.43940133,73.65967327,turdal
68.0,43.0,23.0,18.47601808,83.05692217,7.34735107,141.34929478,soyabean
88.0,52.0,36.0,21.95782151,60.92742524,6.90639643,158.76124666,chickpea
63.0,41.0,19.0,25.58861419,77.67144508,6.27290949,263.94507426,banana
72.0,59.0,18.0,24.95096351,67.68684376,6.91597954,138.78553233,seemebadnekai
79.0,53.0,40.0,18.28843307,58.88057479,5.80489543,249.20285622,longmelon
79.0,52.0,34.0,21.9589423,62.31091114,6.04314349,160.55939739,taramira
92.0,40.0,38.0,23.76590464,76.89860659,5.40893946,168.04558976,ghee
79.0,42.0,29.0,19.01681927,84.51803193,7.82007867,265.73869495,peppergarbled
95.0,49.0,22.0,23.41873273,68.11928526,7.20037088,115.87050494,guava
65.0,58.0,31.0,21.87311389,57.08213177,7.27076529,145.24129877,barley
65.0,51.0,43.0,18.10929881,72.58176462,7.53887214,66.06973795,amaranthus
72.0,38.0,20.0,19.02005318,77.55263891,5.33022157,74.67556272,moongdal
87.0,38.0,45.0,23.45576899,74.86919073,6.21071269,244.90892398,ridgegourd
67.0,46.0,39.0,19.11667253,67.56587303,5.66099246,197.74349157,raddish
96.0,39.0,22.0,19.25815594,61.69941705,5.43587542,297.93795344,sweetpumpkin
78.0,50.0,23.0,25.4744869,57.25639009,7.18066777,163.10880029,sugar
