N,P,K,temperature,humidity,pH,rainfall,crop
79,47,38,23.2,71.5,6.8,88.1,tomato
113,52,45,22.2,72.8,6.8,133.9,pea
80,45,38,26.5,67.5,6.0,104.1,bean
152,50,39,24.1,73.6,6.7,110.4,chickpea
104,58,47,21.1,78.9,6.6,149.6,lentil
116,55,44,22.6,75.4,6.6,125.2,pea
102,54,50,21.5,81.3,6.5,154.6,lentil
142,46,35,25.4,72.4,6.7,107.2,chickpea
157,43,37,25.3,72.2,7.0,112.1,chickpea
100,52,51,22.3,78.9,6.4,150.1,lentil
159,44,38,24.3,74.9,6.5,114.9,chickpea
159,50,39,24.2,72.3,6.6,109.7,chickpea
80,40,37,26.3,65.0,6.0,104.4,bean
144,45,37,25.8,75.0,6.8,111.9,chickpea
142,47,40,24.7,74.7,6.5,106.7,chickpea
81,50,38,23.2,69.8,6.7,91.1,tomato
118,53,43,22.7,75.4,6.7,126.2,pea
115,53,40,23.0,75.0,6.4,129.7,pea
99,58,52,22.1,79.4,6.8,151.1,lentil
105,53,45,22.1,81.5,6.9,153.0,lentil
115,50,45,21.8,74.7,6.5,126.8,pea
80,46,44,23.9,70.4,6.7,92.6,tomato
152,49,39,26.0,72.7,6.7,112.8,chickpea
148,46,35,25.8,74.0,7.0,113.1,chickpea
76,49,39,24.4,71.8,6.4,88.2,tomato
111,55,41,22.5,75.7,6.7,128.6,pea
68,43,33,26.2,65.3,6.2,100.1,bean
77,43,38,25.6,65.9,6.3,104.4,bean
85,43,39,24.9,71.9,6.3,90.0,tomato
94,52,49,22.6,78.2,6.7,151.0,lentil
101,54,51,21.2,81.4,6.7,148.1,lentil
149,43,40,24.8,75.1,6.8,110.5,chickpea
78,42,44,23.7,68.8,6.4,94.7,tomato
74,41,38,25.1,63.6,6.1,100.0,bean
102,58,49,21.1,80.1,6.4,148.1,lentil
71,45,35,26.2,63.6,6.0,97.5,bean
149,43,35,24.4,72.9,6.8,107.7,chickpea
103,56,48,21.0,81.2,6.3,148.1,lentil
119,50,40,22.0,73.9,6.9,134.2,pea
117,50,44,22.1,72.5,6.6,125.5,pea
156,48,37,24.3,74.0,6.6,107.9,chickpea
80,41,35,26.0,67.3,6.2,104.0,bean
144,50,40,25.3,74.5,6.9,114.0,chickpea
78,42,35,26.2,63.3,5.9,100.6,bean
104,60,50,21.3,77.3,6.5,146.6,lentil
121,54,43,22.1,74.0,6.5,126.3,pea
82,45,42,24.0,68.1,6.2,92.5,tomato
112,51,42,22.3,75.3,6.6,132.7,pea
72,39,34,26.4,63.3,6.1,107.0,bean
160,43,36,24.0,72.2,7.0,108.3,chickpea
87,50,38,23.7,68.6,6.2,91.5,tomato
92,56,47,22.5,81.8,6.3,152.1,lentil
156,43,39,25.0,75.1,6.8,105.8,chickpea
155,43,39,25.7,75.8,6.6,112.6,chickpea
100,59,51,21.9,79.0,6.7,151.0,lentil
80,43,40,23.2,69.9,6.6,91.6,tomato
97,56,48,22.8,81.5,6.8,147.4,lentil
113,52,44,22.7,74.1,6.8,127.2,pea
80,39,34,26.0,66.1,6.1,107.8,bean
124,54,45,22.8,74.2,6.8,131.7,pea
152,50,39,25.7,75.3,6.6,114.8,chickpea
82,44,43,23.1,71.4,6.6,92.7,tomato
80,42,37,25.2,65.0,5.8,102.6,bean
93,60,48,21.1,79.8,6.9,146.9,lentil
67,43,33,25.4,65.1,6.2,95.2,bean
95,57,47,22.9,77.8,6.6,152.4,lentil
91,56,50,22.3,79.6,6.8,147.3,lentil
91,55,49,21.8,80.1,6.3,150.7,lentil
98,58,46,21.1,77.6,6.7,146.8,lentil
97,59,47,22.6,79.9,6.5,146.8,lentil
125,55,43,22.2,75.9,6.7,130.4,pea
153,42,35,24.5,75.2,6.9,114.1,chickpea
157,44,39,25.9,73.4,6.8,106.3,chickpea
74,38,35,25.1,67.4,6.3,105.2,bean
123,48,44,21.9,74.7,6.7,127.4,pea
88,44,40,23.9,68.3,6.3,93.2,tomato
88,50,41,23.7,69.9,6.5,90.2,tomato
117,54,43,22.3,72.2,6.6,130.4,pea
83,49,43,23.4,71.4,6.4,90.9,tomato
115,52,40,21.7,75.8,6.8,129.3,pea
110,55,44,22.7,75.6,6.5,125.3,pea
103,55,51,21.0,80.7,6.8,149.1,lentil
118,52,43,21.5,73.9,6.7,131.1,pea
93,54,48,21.0,81.0,6.5,146.9,lentil
90,53,46,22.7,79.8,6.6,146.3,lentil
67,44,34,25.8,67.6,6.2,97.9,bean
93,56,48,22.6,78.5,6.3,151.5,lentil
80,39,35,26.0,63.2,6.2,106.4,bean
89,46,43,23.8,71.0,6.6,93.8,tomato
118,54,41,22.8,75.9,6.9,126.2,pea
119,54,41,22.4,74.0,6.8,126.1,pea
66,39,33,25.3,63.5,6.1,99.3,bean
65,45,34,26.1,65.5,6.1,103.3,bean
153,45,37,25.5,74.1,7.0,107.3,chickpea
146,49,38,25.5,72.2,6.5,108.5,chickpea
95,55,52,22.1,80.5,6.9,150.1,lentil
95,56,49,22.7,78.8,6.8,153.9,lentil
148,43,37,24.8,74.5,6.5,114.8,chickpea
85,42,38,24.5,68.5,6.8,85.2,tomato
76,39,38,25.8,66.2,5.9,104.0,bean
88,42,43,23.5,71.9,6.3,89.5,tomato
79,40,34,25.7,63.6,6.0,97.8,bean
123,50,42,22.1,75.8,6.5,126.4,pea
102,55,48,22.7,81.3,6.3,150.1,lentil
72,44,34,26.3,67.3,5.9,106.5,bean
142,44,40,25.8,74.2,6.9,106.0,chickpea
70,38,38,25.0,65.6,5.8,102.4,bean
95,54,50,21.2,81.4,6.9,154.7,lentil
96,55,49,22.4,78.8,6.8,151.9,lentil
84,43,38,23.3,68.8,6.8,85.2,tomato
85,46,41,23.7,68.7,6.4,89.6,tomato
125,49,42,22.1,74.1,6.6,130.7,pea
92,58,51,22.3,78.6,6.6,149.7,lentil
143,48,40,25.7,75.2,6.9,111.1,chickpea
76,45,33,25.1,64.6,5.8,99.4,bean
116,51,45,22.3,74.1,6.7,130.5,pea
143,43,38,24.7,74.7,6.9,110.2,chickpea
105,57,48,21.8,80.0,6.6,148.6,lentil
90,52,51,22.9,79.6,6.4,153.9,lentil
96,60,52,22.4,78.2,6.5,151.3,lentil
124,49,41,22.0,75.3,6.5,133.8,pea
115,49,40,22.3,72.8,6.6,133.0,pea
67,42,33,25.0,63.9,5.9,95.7,bean
105,57,51,21.6,79.4,6.7,145.2,lentil
85,42,41,24.3,68.7,6.3,85.6,tomato
79,44,42,24.5,69.5,6.6,89.5,tomato
88,48,44,23.8,70.5,6.7,88.2,tomato
90,42,38,24.0,71.9,6.7,86.0,tomato
91,58,46,22.8,81.8,6.7,148.3,lentil
158,45,39,25.8,72.7,6.7,107.9,chickpea
74,40,36,25.0,64.3,5.8,97.6,bean
80,41,35,26.5,63.8,6.1,98.0,bean
118,49,45,22.8,72.7,6.8,132.7,pea
155,48,35,24.8,74.2,6.6,114.6,chickpea
141,47,38,25.3,74.0,7.0,113.6,chickpea
116,50,44,22.9,72.8,6.4,128.4,pea
151,48,35,24.2,72.6,6.6,107.1,chickpea
119,53,41,21.9,75.2,6.7,126.1,pea
73,41,38,26.5,65.3,5.8,106.3,bean
157,47,40,25.7,75.6,6.9,108.9,chickpea
65,43,36,26.1,64.1,5.9,96.7,bean
120,51,40,21.6,74.5,6.4,126.0,pea
152,44,39,25.0,72.8,6.8,114.6,chickpea
79,44,33,25.5,66.6,5.9,99.1,bean
143,49,35,24.6,74.2,6.6,113.3,chickpea
95,53,51,22.5,78.0,6.6,152.5,lentil
85,42,44,24.5,71.2,6.6,87.7,tomato
111,52,43,21.8,75.2,6.7,127.9,pea
103,55,46,22.1,77.1,6.8,152.2,lentil
125,55,40,21.6,74.1,6.5,129.7,pea
152,42,37,24.7,75.9,6.8,111.1,chickpea
73,44,35,25.8,66.0,6.2,105.5,bean
121,55,40,22.9,73.0,6.6,134.2,pea
118,49,43,22.8,74.3,6.9,133.3,pea
95,59,52,22.6,79.0,6.5,145.7,lentil
75,48,41,23.8,69.9,6.5,85.7,tomato
78,43,34,25.0,64.0,6.3,96.2,bean
70,43,36,25.4,66.3,5.9,107.9,bean
90,47,44,23.5,68.2,6.3,86.4,tomato
103,52,50,21.5,77.0,6.3,146.5,lentil
83,45,44,24.3,71.2,6.5,86.3,tomato
115,52,45,21.8,75.0,6.7,132.5,pea
118,54,44,21.8,73.6,6.4,133.2,pea
85,49,40,23.9,68.1,6.6,86.9,tomato
119,53,43,22.8,72.0,6.9,130.6,pea
95,58,46,21.3,80.1,6.7,146.1,lentil
85,49,44,23.4,71.8,6.3,87.7,tomato
115,53,44,23.0,72.8,6.7,132.4,pea
76,43,41,23.2,69.3,6.6,90.0,tomato
117,53,45,21.8,73.5,6.8,126.1,pea
66,44,38,26.4,66.5,6.2,100.6,bean
77,48,43,24.3,71.5,6.6,94.1,tomato
80,50,38,24.8,68.5,6.3,87.5,tomato
101,56,46,21.7,79.5,6.7,150.6,lentil
118,55,41,22.0,73.4,6.8,132.4,pea
153,50,36,24.4,74.5,6.7,105.9,chickpea
117,51,41,22.4,74.5,6.4,134.5,pea
72,38,34,26.0,67.0,6.0,104.8,bean
75,47,40,24.7,69.4,6.6,88.4,tomato
65,40,34,25.2,66.7,6.0,101.9,bean
80,43,42,23.8,71.2,6.3,85.8,tomato
116,49,43,22.6,73.7,6.7,129.5,pea
89,47,43,24.5,69.6,6.4,87.6,tomato
149,42,37,24.3,74.3,6.7,112.4,chickpea
90,43,41,24.9,68.5,6.4,88.5,tomato
89,50,39,24.5,70.0,6.5,91.4,tomato
118,48,42,21.9,74.0,6.6,125.8,pea
72,42,36,26.2,64.0,6.1,104.4,bean
76,42,40,24.7,70.0,6.7,91.0,tomato
78,45,37,25.6,65.2,6.2,107.1,bean
122,48,42,21.7,73.8,6.6,131.5,pea
65,43,36,25.1,66.4,6.3,98.3,bean
68,44,37,25.0,63.5,6.1,98.6,bean
96,59,50,22.5,79.6,6.4,149.8,lentil
104,59,45,22.7,80.8,6.7,146.8,lentil
118,49,44,22.7,74.0,6.7,132.4,pea
69,42,37,25.9,67.7,5.9,95.5,bean
92,59,49,22.9,80.1,6.3,151.1,lentil
115,49,44,22.1,74.2,6.8,128.0,pea
88,47,41,23.4,69.4,6.7,93.3,tomato
113,55,45,21.8,74.7,6.9,125.2,pea
77,48,38,24.0,71.3,6.6,85.9,tomato
112,55,41,22.8,72.5,6.6,131.8,pea
148,46,35,26.0,72.8,6.8,106.7,chickpea
123,51,40,22.7,72.1,6.6,133.8,pea
70,42,37,26.0,67.8,5.9,97.1,bean
79,45,34,25.5,66.2,6.0,97.1,bean
102,58,50,21.2,80.4,6.4,148.5,lentil
86,47,42,23.2,70.5,6.5,88.2,tomato
146,44,40,24.1,74.1,6.8,111.2,chickpea
78,42,35,26.0,63.8,6.0,98.4,bean
155,48,40,25.1,73.5,6.5,106.1,chickpea
87,43,44,23.6,70.7,6.2,85.6,tomato
149,44,38,24.6,75.8,6.8,105.0,chickpea
99,55,47,22.6,80.2,6.3,146.7,lentil
75,43,43,23.2,70.3,6.3,88.1,tomato
120,53,40,21.6,73.7,6.5,132.5,pea
76,45,34,26.3,67.5,6.2,95.9,bean
144,43,37,25.5,74.5,6.8,112.7,chickpea
141,43,40,24.4,72.7,6.8,110.9,chickpea
121,50,40,22.0,75.7,6.8,127.1,pea
70,40,34,26.0,66.3,6.1,100.1,bean
68,40,38,26.0,64.3,5.8,101.1,bean
101,55,49,21.8,79.6,6.7,151.5,lentil
81,48,40,24.0,68.5,6.3,90.3,tomato
70,42,37,25.5,63.6,5.8,107.7,bean
143,50,40,25.9,72.2,6.6,110.3,chickpea
83,46,39,24.2,69.0,6.4,88.5,tomato
120,54,41,21.6,75.5,6.8,128.0,pea
95,57,51,21.6,77.0,6.6,146.7,lentil
119,53,40,21.5,74.5,6.8,133.5,pea
76,42,41,23.9,71.7,6.3,87.2,tomato
72,45,33,25.8,67.6,5.9,101.0,bean
144,48,40,25.1,74.5,6.8,106.1,chickpea
96,57,48,21.7,81.3,6.9,147.1,lentil
120,51,43,23.0,75.1,6.8,125.7,pea
110,55,41,22.7,72.5,6.5,133.0,pea
150,45,39,25.8,73.7,6.8,107.4,chickpea
86,43,43,24.9,71.9,6.2,94.2,tomato
96,53,51,21.3,78.6,6.6,153.6,lentil
114,54,42,22.4,75.3,6.4,130.4,pea
114,51,43,22.8,74.7,6.6,130.6,pea
80,42,33,26.3,65.5,5.9,104.0,bean
95,59,50,22.6,79.4,6.7,151.0,lentil
75,48,39,24.1,71.8,6.2,88.7,tomato
83,50,38,24.3,68.7,6.2,85.1,tomato
112,48,45,22.9,75.9,6.8,133.5,pea
118,52,40,22.7,74.4,6.6,129.1,pea
118,54,45,22.1,73.5,6.4,131.9,pea
117,49,43,21.8,75.6,6.5,126.7,pea
91,52,45,22.2,81.6,6.8,154.1,lentil
82,46,43,24.4,68.8,6.6,87.8,tomato
100,59,45,21.5,78.4,6.3,154.6,lentil
87,43,40,23.9,71.6,6.4,92.8,tomato
121,55,45,22.7,75.7,6.5,127.2,pea
84,44,41,25.0,68.1,6.5,91.5,tomato
151,50,35,25.9,73.1,6.7,109.2,chickpea
96,57,52,21.6,81.2,6.5,148.9,lentil
99,52,49,22.1,77.6,6.7,150.8,lentil
71,44,36,25.0,67.0,5.9,99.1,bean
140,42,37,25.3,73.8,6.8,108.8,chickpea
121,52,42,22.2,72.3,6.5,132.1,pea
77,50,41,24.6,71.7,6.7,92.6,tomato
86,49,38,24.6,69.1,6.6,92.1,tomato
73,39,34,25.5,67.8,5.9,101.9,bean
152,47,40,24.0,72.1,7.0,106.7,chickpea
76,39,35,25.7,65.0,6.1,102.0,bean
83,46,43,24.9,69.5,6.5,88.9,tomato
68,42,35,25.7,63.1,5.9,104.4,bean
122,52,40,22.6,75.7,6.5,126.6,pea
101,58,47,21.4,80.6,6.8,145.5,lentil
150,42,37,25.4,73.4,6.6,111.8,chickpea
124,54,43,22.2,72.4,6.8,126.5,pea
153,50,38,25.2,73.6,6.7,108.3,chickpea
97,55,50,21.8,80.0,6.4,154.3,lentil
89,42,41,23.8,68.9,6.7,86.9,tomato
120,49,44,22.8,72.1,6.7,133.7,pea
142,44,40,25.0,72.3,6.6,109.7,chickpea
117,48,44,22.9,73.2,6.9,128.1,pea
74,40,36,25.5,66.5,6.2,107.4,bean
112,48,42,21.7,74.3,6.7,131.5,pea
81,49,39,24.0,68.1,6.5,90.4,tomato
142,44,38,25.2,74.8,6.8,111.0,chickpea
78,43,43,23.6,71.6,6.7,89.5,tomato
93,53,47,22.1,81.5,6.7,150.5,lentil
72,42,38,25.6,63.4,6.1,95.6,bean
87,45,44,24.2,69.7,6.5,86.1,tomato
82,50,44,24.5,68.4,6.5,86.7,tomato
140,50,37,24.7,74.9,6.8,111.7,chickpea
101,56,49,21.8,81.8,6.7,147.6,lentil
151,48,35,26.0,74.9,6.9,114.3,chickpea
104,53,50,21.2,78.7,6.4,154.7,lentil
122,55,42,22.4,75.5,6.4,129.7,pea
85,49,44,23.5,72.0,6.7,88.5,tomato
141,46,36,25.4,73.8,6.7,108.5,chickpea
75,41,33,25.8,66.2,6.0,104.2,bean
79,49,43,24.4,68.4,6.6,88.5,tomato
67,42,35,26.2,65.8,6.0,106.5,bean
73,40,38,25.7,65.6,6.0,104.5,bean
94,52,47,21.4,80.2,6.3,148.1,lentil
114,52,40,22.9,73.5,6.5,128.3,pea
158,48,40,25.4,75.0,6.7,112.7,chickpea
68,40,38,25.3,65.9,6.2,98.3,bean
151,48,36,25.8,72.4,6.8,114.5,chickpea
77,38,33,26.3,64.6,5.9,98.1,bean
119,49,45,22.1,73.7,6.8,133.2,pea
77,50,44,25.0,68.4,6.5,93.3,tomato
120,52,43,21.5,74.8,6.6,126.5,pea
124,51,44,21.7,72.6,6.6,127.2,pea
151,43,37,24.7,74.4,6.6,108.7,chickpea
77,38,38,25.8,64.3,6.1,97.0,bean
68,43,36,25.3,64.4,6.2,96.8,bean
99,57,51,22.9,79.2,6.5,149.5,lentil
79,44,35,25.7,63.8,6.1,102.4,bean
117,55,40,21.7,73.6,6.9,128.5,pea
153,47,36,25.1,72.6,6.6,106.3,chickpea
147,43,37,25.8,74.8,6.7,111.1,chickpea
143,45,36,25.8,75.6,6.7,112.7,chickpea
125,49,41,22.6,73.2,6.6,128.5,pea
102,54,45,22.0,79.9,6.4,147.9,lentil
76,44,43,24.6,68.0,6.3,86.0,tomato
110,51,44,22.0,72.1,6.4,129.0,pea
117,54,42,21.8,74.4,6.5,129.1,pea
120,51,44,21.8,75.5,6.5,128.1,pea
76,45,38,24.1,70.7,6.6,91.7,tomato
67,39,33,25.7,67.9,5.9,95.0,bean
118,53,43,21.9,75.2,6.9,130.2,pea
104,53,48,22.9,77.1,6.5,145.3,lentil
120,48,40,22.9,72.5,6.7,128.4,pea
120,55,44,22.7,72.4,6.6,126.3,pea
77,42,40,23.5,69.5,6.2,92.6,tomato
76,41,36,26.3,64.7,6.2,99.5,bean
92,53,48,21.1,77.6,6.7,151.7,lentil
157,47,35,24.2,72.0,6.7,113.7,chickpea
87,42,42,24.6,70.8,6.7,91.1,tomato
87,45,44,24.4,69.5,6.3,91.6,tomato
105,57,46,21.6,81.7,6.4,153.8,lentil
156,50,40,24.4,73.2,6.7,106.2,chickpea
152,46,40,25.7,75.5,6.6,110.1,chickpea
78,47,41,23.1,69.7,6.4,92.7,tomato
149,48,39,24.8,73.8,6.9,105.7,chickpea
69,38,37,25.8,68.0,6.1,95.8,bean
70,42,34,25.0,65.1,6.1,101.1,bean
79,44,33,25.7,67.9,6.2,98.9,bean
82,46,42,25.0,70.4,6.5,88.5,tomato
111,49,44,21.9,74.8,6.7,129.5,pea
115,53,44,21.8,74.4,6.6,133.8,pea
144,49,38,25.9,72.1,6.7,107.1,chickpea
90,52,52,22.6,77.3,6.9,150.8,lentil
76,42,33,26.5,67.0,6.1,95.6,bean
70,38,37,25.9,65.9,6.2,97.4,bean
158,49,40,25.1,73.9,6.7,112.3,chickpea
96,52,47,22.3,78.9,6.7,152.0,lentil
157,44,36,24.3,74.4,6.7,105.2,chickpea
155,48,36,25.2,73.7,7.0,107.6,chickpea
65,43,33,26.1,64.4,5.8,101.0,bean
91,54,47,22.2,80.1,6.6,146.2,lentil
144,50,37,25.2,74.1,6.8,110.8,chickpea
146,50,40,25.1,74.2,7.0,105.5,chickpea
80,42,33,26.2,66.3,5.9,105.7,bean
150,46,37,24.3,74.7,7.0,107.0,chickpea
102,56,49,21.7,79.7,6.5,152.9,lentil
75,43,43,24.4,70.5,6.8,87.5,tomato
103,53,50,22.2,78.5,6.7,148.0,lentil
142,48,37,24.7,75.2,6.8,114.2,chickpea
100,55,51,21.9,77.5,6.7,149.0,lentil
102,55,45,22.1,77.7,6.5,148.9,lentil
74,42,33,25.5,66.4,6.3,95.7,bean
105,60,50,21.2,79.2,6.8,148.2,lentil
84,44,43,23.3,70.6,6.8,86.3,tomato
145,42,38,25.6,74.1,6.6,110.9,chickpea
79,42,38,23.4,70.7,6.6,93.8,tomato
115,55,43,21.9,75.0,6.7,127.7,pea
150,45,39,24.1,75.1,6.8,108.4,chickpea
112,52,42,22.7,75.2,6.5,126.0,pea
77,48,39,23.8,68.2,6.7,85.7,tomato
68,42,35,25.6,65.1,6.0,102.8,bean
94,59,46,21.7,80.1,6.3,145.9,lentil
65,44,36,25.2,66.5,5.8,105.1,bean
80,42,38,25.4,66.0,6.0,98.8,bean
148,45,36,24.5,73.9,6.9,114.6,chickpea
78,41,38,25.9,67.9,6.3,99.7,bean
97,57,47,22.6,79.9,6.7,154.7,lentil
80,42,43,23.8,69.8,6.8,90.8,tomato
87,44,43,24.4,68.1,6.8,90.1,tomato
88,50,43,24.0,71.2,6.2,92.7,tomato
141,44,35,24.9,73.4,6.8,105.7,chickpea
84,44,41,24.6,69.2,6.5,93.5,tomato
125,54,43,21.6,74.8,6.9,132.8,pea
68,45,36,26.1,65.2,5.9,104.4,bean
79,41,38,25.1,64.5,5.9,98.8,bean
69,42,38,26.0,65.9,6.1,99.9,bean
146,47,39,25.9,73.5,6.7,114.4,chickpea
98,58,48,22.7,77.8,6.9,154.3,lentil
96,53,52,22.7,80.9,6.8,148.1,lentil
69,40,34,26.3,66.5,5.8,104.3,bean
80,39,33,25.7,67.6,6.0,99.1,bean
81,42,38,24.5,71.8,6.4,85.9,tomato
71,45,36,26.3,64.3,6.1,97.3,bean
70,39,33,26.2,67.8,5.9,107.1,bean
76,42,35,26.4,64.2,6.2,100.1,bean
125,50,42,22.7,73.9,6.6,134.5,pea
102,60,50,21.0,79.8,6.4,153.4,lentil
79,45,41,24.2,69.4,6.7,86.6,tomato
158,48,40,24.9,74.3,7.0,115.0,chickpea
75,49,44,23.5,71.5,6.5,88.9,tomato
103,54,50,22.8,80.4,6.6,154.8,lentil
124,53,42,22.5,73.5,6.8,134.5,pea
114,55,44,22.5,74.9,6.7,132.3,pea
73,43,38,25.6,66.2,6.1,104.4,bean
123,53,45,22.2,73.6,6.8,128.5,pea
71,43,37,25.7,67.5,5.9,96.5,bean
111,53,44,21.9,72.1,6.6,128.9,pea
154,46,38,25.2,72.3,6.9,105.7,chickpea
117,51,42,21.9,73.4,6.6,129.1,pea
79,44,42,24.0,68.4,6.5,88.5,tomato
83,46,40,23.4,70.0,6.3,91.8,tomato
78,41,33,26.1,63.5,6.3,103.9,bean
122,54,42,21.8,72.6,6.6,127.4,pea
98,53,52,21.4,79.9,6.4,145.3,lentil
142,48,36,24.1,74.6,6.5,113.3,chickpea
76,39,36,25.3,67.0,5.9,107.8,bean
104,56,48,22.0,78.9,6.6,147.1,lentil
143,50,38,25.5,75.8,6.7,108.1,chickpea
94,54,46,22.9,79.8,6.9,146.6,lentil
79,43,35,25.3,67.0,5.9,98.8,bean
78,47,41,24.1,70.0,6.2,92.4,tomato
78,48,40,23.4,69.2,6.7,91.5,tomato
78,44,43,25.0,71.5,6.5,88.5,tomato
159,46,40,24.4,72.9,6.7,110.3,chickpea
119,50,44,22.8,74.4,6.8,133.8,pea
77,47,42,24.9,69.0,6.5,93.2,tomato
105,52,48,22.0,77.9,6.5,153.6,lentil
91,52,46,21.3,80.6,6.6,146.2,lentil
113,51,40,22.2,72.7,6.6,129.2,pea
111,50,42,23.0,75.5,6.5,128.4,pea
98,54,51,21.9,81.9,6.8,147.3,lentil
123,48,45,22.9,74.7,6.5,128.2,pea
110,55,42,23.0,73.8,6.8,128.6,pea
105,55,48,21.6,79.5,6.8,153.0,lentil
76,43,34,25.5,63.5,6.0,95.6,bean
98,55,49,21.9,79.6,6.7,147.8,lentil
153,44,40,25.6,74.7,6.7,114.0,chickpea
75,43,38,25.1,64.8,5.8,96.1,bean
160,48,35,24.3,75.3,6.6,107.5,chickpea
103,57,48,21.9,77.8,6.6,153.0,lentil
157,44,38,24.2,72.1,6.9,113.9,chickpea
93,54,46,21.1,78.1,6.9,148.2,lentil
80,48,40,23.8,70.1,6.4,93.1,tomato
77,40,34,26.4,67.3,6.0,106.8,bean
113,53,40,22.1,75.2,6.5,125.6,pea
94,52,49,21.4,79.3,6.4,149.2,lentil
97,55,51,22.1,79.1,6.7,154.5,lentil
77,39,36,25.3,66.4,5.9,97.0,bean
97,57,49,21.4,77.5,6.7,149.4,lentil
101,58,47,22.3,80.4,6.5,149.2,lentil
93,55,45,21.1,81.5,6.8,154.6,lentil
68,39,37,26.4,64.4,5.8,107.3,bean
153,47,37,24.2,74.0,6.7,112.8,chickpea
69,39,33,26.3,63.7,5.8,99.2,bean
152,47,36,25.8,75.2,6.8,109.4,chickpea
102,52,50,22.4,78.5,6.8,147.0,lentil
95,57,46,22.1,80.3,6.4,153.4,lentil
79,43,36,26.1,65.4,6.0,102.9,bean
151,49,36,24.9,72.6,6.7,107.2,chickpea
113,50,40,22.2,73.4,6.8,125.8,pea
87,47,43,23.6,70.0,6.6,94.6,tomato
84,42,43,24.2,69.9,6.2,86.9,tomato
91,58,47,22.3,77.9,6.4,149.5,lentil
113,50,40,22.0,73.6,6.6,130.4,pea
160,46,36,25.9,72.8,7.0,112.9,chickpea
146,45,36,25.5,73.7,6.6,110.3,chickpea
123,51,40,22.5,72.5,6.8,129.2,pea
105,54,46,21.5,80.1,6.8,150.4,lentil
148,42,40,25.8,73.3,6.7,114.3,chickpea
140,49,38,25.9,74.3,6.9,111.5,chickpea
159,46,40,24.6,72.6,6.8,111.8,chickpea
